,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_model__criterion,param_model__max_depth,param_model__n_estimators,param_pca,param_scale,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
14,3.71464165052,0.0368714332581,0.602613257996,0.986063464183,entropy,,10,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)",,"{'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'model__criterion': 'entropy', 'model__max_depth': None, 'scale': None, 'model__n_estimators': 10}",20,0.576271186441,0.986037535947,0.618510670501,0.985168369277,0.613061904041,0.986984487325,0.0744682379535,0.00396484597945,0.018760405276,0.000741653735849
15,3.92264636358,0.0497582753499,0.596357582484,0.985584173586,entropy,,10,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'model__criterion': 'entropy', 'model__max_depth': None, 'scale': StandardScaler(copy=True, with_mean=True, with_std=True), 'model__n_estimators': 10}",22,0.570671912833,0.984561828364,0.61185106705,0.985546727204,0.606553655214,0.986643965191,0.0782023071,0.00491934896089,0.0182921732033,0.000850441107298
16,0.726552327474,0.0176463127136,0.638482494198,0.662471207737,entropy,5,10,,,"{'pca': None, 'model__criterion': 'entropy', 'model__max_depth': 5, 'scale': None, 'model__n_estimators': 10}",7,0.613347457627,0.671030724989,0.636521870743,0.661104805146,0.665581958529,0.655278093076,0.013756605781,0.00180601127861,0.021369928844,0.00650316051748
17,0.775564988454,0.0265799363454,0.63858339219,0.66221896721,entropy,5,10,,"StandardScaler(copy=True, with_mean=True, with_std=True)","{'pca': None, 'model__criterion': 'entropy', 'model__max_depth': 5, 'scale': StandardScaler(copy=True, with_mean=True, with_std=True), 'model__n_estimators': 10}",6,0.613196125908,0.670955047677,0.636673225367,0.660991297768,0.665884667777,0.654710556186,0.0165918915714,0.00207643767494,0.0215526403533,0.00668836079279
18,1.46104168892,0.0236833095551,0.626929674099,0.659671351444,entropy,5,10,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)",,"{'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'model__criterion': 'entropy', 'model__max_depth': 5, 'scale': None, 'model__n_estimators': 10}",11,0.589966707022,0.670728015741,0.648781595278,0.659061672342,0.642046314515,0.64922436625,0.00452725808392,0.0019110092064,0.026282963093,0.00878940713994
19,1.49277559916,0.0457710425059,0.623347795379,0.645230375615,entropy,5,10,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'model__criterion': 'entropy', 'model__max_depth': 5, 'scale': StandardScaler(copy=True, with_mean=True, with_std=True), 'model__n_estimators': 10}",13,0.587545399516,0.65824125927,0.637429998486,0.641619371926,0.645073406993,0.635830495649,0.044486192846,0.014156522561,0.0255095910695,0.00949877508799
20,1.2489883105,0.0216983954112,0.643754414287,0.749886625289,entropy,10,10,,,"{'pca': None, 'model__criterion': 'entropy', 'model__max_depth': 10, 'scale': None, 'model__n_estimators': 10}",1,0.620762711864,0.75525957318,0.647116694415,0.754256526674,0.663387316483,0.740143776012,0.0601982311918,0.000667510550182,0.0175632900977,0.00690139404246
21,1.28619972865,0.03524629275,0.64319947533,0.748562361092,entropy,10,10,,"StandardScaler(copy=True, with_mean=True, with_std=True)","{'pca': None, 'model__criterion': 'entropy', 'model__max_depth': 10, 'scale': StandardScaler(copy=True, with_mean=True, with_std=True), 'model__n_estimators': 10}",3,0.617660411622,0.754805509308,0.645830180112,0.753121452894,0.666111699712,0.737760121075,0.0031093074651,0.000802265123511,0.0198676737911,0.00766921567282
22,2.50649364789,0.0300446351369,0.625996367672,0.741461697974,entropy,10,10,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)",,"{'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'model__criterion': 'entropy', 'model__max_depth': 10, 'scale': None, 'model__n_estimators': 10}",12,0.584594430993,0.749016194945,0.646208566672,0.740068104427,0.647192371727,0.735300794552,0.0299087644852,0.00310115010494,0.0292805601783,0.00568533958046
23,2.05778408051,0.0283456643422,0.617319140349,0.735697838446,entropy,10,10,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'model__criterion': 'entropy', 'model__max_depth': 10, 'scale': StandardScaler(copy=True, with_mean=True, with_std=True), 'model__n_estimators': 10}",16,0.566207627119,0.740805206599,0.641970637203,0.734695421869,0.64378689269,0.731592886871,0.381145863628,0.00200222418373,0.0361516370357,0.00382712580918
